IDNOREMP;IDTIPODOC;NUMDOC;DV;INSCRIP  MATRIC / RENOVACIÓN ;CAMARA;INSCRIPCIÓN /MATRICULA;CIIU;NOVEDAD;RAZSOC;NOMCOM;SIGLA;DIRECCION;IDDEPTO;IDMCIPIO;TEL;EXT;EMAIL;WEB;DIRECCION NOT;IDDEPTO  NOT;IDMCIPIO NOT;TEL NOT;EXT NOT;EMAIL NOT;WEB NOT;ORGJUR;NOMREP;CSEDE;prioridad;orgjucual;fechaconst;fechahasta;capsocin;capsocinpu;capsocinpr;capsocie;capsociepu;capsociepr;estadoact;otro;estagrop;estminero;estind;estservpub;estconst;estcom;estreshot;esttrans;estcomunic;estfinanc;estservcom;uniaux;fechadili;responde;carresponde;teler;faxr;emailres;;aa;aanotifica;estser;otrose;actie;actic;lgg;estcart;correlativa;envcorr;vericorr;fec_correo;activa;fechadist
11000110;;807001530;;;;;7820;99;TEMPORAL S.A;TEMPORAL S.A;;CL 12 #4-19 OFICINA 502 EDF. PANAMERICAN;54;1;5718662;;enderortega0606@hotmail.com;;CL 12 #4-19 OF. 502 EDF. PANAMERICANO;54;1;5718662;;enderortega0606@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000145;;800012189;;;;;8610;99;CLINICA SAN JOSE DE CUCUTA S.A.;CLINICA SAN JOSE DE CUCUTA S.A.;;CL 13 # 1-74 E;54;1;5715932;;otiliajimenez01@hotmail.com;;CL 13 # 1-74 E;54;1;5715932;;clinsanjose@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000380;;890501734;;;;;9200;9;APUESTAS CUCUTA 75;APUESTAS CUCUTA 75;;AV 6 # 10 - 54 CENTRO;54;1;5754777;;financiero@apuestascucuta75.com;www.apuestascucuta75.com;AV 6 # 10 - 54 CENTRO;54;1;5754777;;financiero@apuestascucuta75.com;www.apuestascucuta75.com;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000194;;890504378;;;;;9603;99;ORGANIZACION LA ESPERANZA S.A.;ORGANIZACION LA ESPERANZA S.A.;;DG SANTANDER # 8-93;54;1;5829666;;jefe.contabilidad@organizacionlaesperanza.com;www.organizacionlaesperanza.co;DIAGONAL SANTANDER #8-93;54;1;5829666;;jefe.contabilidad@organizacionlaesperanza.com;www.organizacionlaesperanza.co;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000388;;900720687;;;;;9603;9;SERVICIOS PREEXEQUIALES LA ETERNIDAD S.A.S.;SERVICIOS PREEXEQUIALES LA ETERNIDAD S.A.S.;;AV 9 # 6-07 BRR EL LLANO;54;1;5726407;;contabilidad@spelaeternidad.com;;AV 9 # 6-07 BRR EL LLANO;54;1;5726407;;RECURSOSCOOPRETERNIDAD@HOTMAIL.COM;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000019;;890930668;;;;;5511;99;HOTEL BOLIVAR;HOTEL BOLIVAR;;AV DEMETRIO MENDOZA;54;1;5760764;;contabilidad@hotel-bolivar.com;;AV DEMETRIO MENDOZA;54;1;5760764;;gerencia@hotel-bolivar.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000017;;890505327;;;;;5511;99;HOTELES CASA BLANCA S A;HOTELES CASA BLANCA S A;;AV 6 NO.14-55 CENTRO;54;1;5722888;;contabilida@hotelcasablanca.com.co;www.hotelcasablanca.com.co;AV 6 NO. 14-55 CENTR;54;1;5722888;;gerencia@hotelcasablanca.com;www.hotelcasablanca.com.co;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000280;;800104334;;;;;5611;99;PUNTO CERO;PUNTO CERO;;AV CERO # 12-60  BRR LA PLAYA;54;1;5830642;;puntocero24horas@hotmail.com;;AV CERO # 12-60 LA PLAYA;54;1;5830642;;puntocero24horas@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000385;;807008878;;;;;6201;9;ENGIENEERING, DEVELOPMENT AND TOOLS LTDA.;ENGIENEERING, DEVELOPMENT AND TOOLS LTDA.;;AV 0 # 11-72 oF.506B CC. Gran Bulevar;54;1;5896879;;contabilidad@edyt-ltda.com.co;;AV 0 # 11-72 oF.506B CC. Gran Bulevar;54;1;5896879;;edyt.ltda@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000090;;807002270;;;;;7020;99;COOPERATIVA DE TRABAJO ASOCIADO PROFESIONAL E;COOPERATIVA DE TRABAJO ASOCIADO PROFESIONAL E;;CL 10  # 3-42 OFIC 601 Condominio Banco;54;1;5722667;;MCASTRO2715@HOTMAIL.COM;www.cooproconas.com;CL 10  # 3-42 OFIC 601 Ediicio Banco San;54;1;5722667;;contactenos@cooproconas.com;www.cooproconas.com;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000252;;900128124;;;;;7810;99;SERVI SUMINISTROS E.S.T. LTDA;SERVI SUMINISTROS E.S.T. LTDA;;AV 3 # 9-73 OFICINA 501 EDIFICIO MOVEL;54;1;5716962;;servisuministros_est_ltda@hotmail.com;;AV 5 # 11-63  CEC. LECS OF 3-21;54;1;5716962;;servisuministros_est_ltda@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000121;;900027329;;;;;7820;3;RECURSOS HUMANOS DE COLOMBIA S.A. E.S.T.;RECURSOS HUMANOS DE COLOMBIA S.A. E.S.T.;;AV. 2  11-59 OFC. 103 EDIF. LA FRONTERA;54;1;5727167;;;;AV 4  3-38 BARRIO LATINO;54;1;5727167;;recursoshumanosdecolombia2010@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000123;;800152394;;;;;8010;99;COOPSERCIVICOS ASOCIADOS;COOPSERCIVICOS ASOCIADOS;;AV 6 NO. 10-20  OF.;54;1;5729832;;contabilidadcoopsercivicos@gmail.com;www.coopsercivicosasociados.ji;AV 6 NO. 10-20 OF. 201;54;1;5729832;;coopsercivicos@yahoo.es;www.coopsercivicosasociados.ji;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000352;;900318846;;;;;8121;99;SERVICIOS GENERALES DE LA FRONTERA SAS;SERVICIOS GENERALES DE LA FRONTERA SAS;;av 0 No. 0AN-15-1 QUINTA BOSH;54;1;5948263;;maira_alejandra77@hotmail.com;;av 0 No. 0AN-15-1 QUINTA BOSH;54;1;5948263;;SERVIFRONTERASAS2@HOTMAIL.COM;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000276;;807000949;;;;;8299;99;COOGUASIMALES;COOGUASIMALES;;CALLE 11 NO 4-74  OF.401;54;1;5832270;;contador@cooguasimales.com;www.cooguasimales.com;CALLE 11 NO 4-74  OF.401;54;1;5832270;;gerencia@cooguasimales.com;www.cooguasimales.com;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000383;;890501578;;;;;8544;9;INSTITUTO SUPERIOR DE EDUCACION RURALISER;INSTITUTO SUPERIOR DE EDUCACION RURALISER;;CL 8 # 8-155;54;518;5682597;;PLANEACION@ISER.EDU.CO;www.iser.edu.co;CL 8 # 8-155;54;518;5682597;;iserpam@iser.edu.co;www.iser.edu.co;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000245;;900508891;;;;;8610;99;CLINICA URGENCIAS  LA  MERCED SAS;CLINICA URGENCIAS  LA  MERCED SAS;;AVENIDA 4  4 - 25  BARRIO LATINO;54;1;5716061;;SHIRLEY.SORANY0319@GMAIL.COM;;AVENIDA 4  4 -25  BARRIO LATINO;54;1;5716061;;clinicaurgenciaslamerced@yahoo.es;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000241;;800007076;;;;;8610;99;FUNDACION MARIO GAITAN YANGUAS;FUNDACION MARIO GAITAN YANGUAS;;CL 4NORTE # 11ESTE-147 BRR SAN EDUARDO;54;1;5774881;;jimena5791@hotmail.com;o;Calle 4N 11E-147 San Eduardo;54;1;5774881;;fmgycucuta@hotmail.com;o;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000155;;890500060;;;;;8610;99;CLINICA SANTA ANA S.A.;CLINICA SANTA ANA S.A.;;AV 11 E # 8-41 COLSAG;54;1;5828384;;contabilidad@clinicasantaanasa.com;www.clinicasantaanasa.com;AV 11 E # 8-41 COLSAG;54;1;5828384;;clinica_santa_ana_sa@yahoo.es;www.clinicasantaanasa.com;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000146;;800099886;;;;;8691;99;ASOTAC SAN JOSE S.A.;ASOTAC SAN JOSE S.A.;;CL  13#1E-44  CONS 101B;54;1;5716395;;judithparra_16@hotmail.com;;CL. 13 # 1E-44 CONS;54;1;5716395;;judithparra_16@hotmail.com;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800158;;900149693;;;;;5511;99;HOTEL DECAMERON PANACA;HOTEL DECAMERON PANACA;;VEREDA KERMAN KM 7;63;594;967410505;;contraloria.panaca@decameron.com;;VEREDA KERMAN KM 7;63;594;967410505;;contraloria.panaca@decameron.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800144;;900223584;;;;;6190;98;MERCADEO TECNOLOGIA Y TELECOMUNICACIONES MERCATTEL S.A.S;MERCADEO TECNOLOGIA Y TELECOMUNICACIONES MERCATTEL S.A.S;;KR 18 #49-15;63;1;7340107;;;www.mercattel.net.co;KR 18 #49-15;63;1;7340107;;iprias@mercattel.net.co;www.mercattel.net.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800330;;801001676;;;;;7730;9;CENTRALQUIPOS SAS;CENTRALQUIPOS SAS;;KR 19 # 27 - 48;63;1;7370002;;AUXCONTABILIDAD@CENTRALQUIPOS.COM.CO;www.centralquipos.com.co;KR 19 # 27 - 48;63;1;7370002;;auxcontabilidad@centralquipos.com.co;www.centralquipos.com.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800057;;800248170;;;;;7810;99;SERVICOL S.A;SERVICOL S.A;;CL 17 # 14-48,OF 404;63;1;7310768;;asesoresltda@hotmail.com;;CL 17 # 14-48,OF 404;63;1;7310768;;servicolarmenia@servicolsa.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800159;;900159205;;;;;7820;99;TEMPORALMENTE SAS;TEMPORALMENTE SAS;;CL 2 14 - 01 CENTRO COMERCIAL BOLIVAR LO;63;1;7461071;;YULYALEJANDRAC@HOTMAIL.COM;www.temporalmentesas.com;CL 2 14 - 01 CENTRO COMERCIAL BOLIVAR LO;63;1;7461071;;fernandotemporalmente@gmail.com;www.temporalmentesas.com;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800324;;801002775;;;;;7830;9;PUNTO EMPLEO SA;PUNTO EMPLEO SA;;cra 13 15 36 piso 2;63;1;7453030;;patricia.moncada@puntoempleo.com.co;www.puntoempleo.com.co;;63;1;7453030;;patricia.moncada@puntoempleo.com.co;www.puntoempleo.com.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800325;;900568326;;;;;7830;9;SERVICIOS ESPECIALIZADOS SERVICOL S.A.S.;SERVICIOS ESPECIALIZADOS SERVICOL S.A.S.;;CL 17 # 14 - 48 OFI 302;63;1;7467373;;sandrac0819@hotmail.com;;CL 17 # 14 - 48 OFI 302;63;1;7467373;;servicolarmenia@servicolsal.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800133;;801000713;;;;;8621;99;ONCOLOGOS DEL OCCIDENTE SA;ONCOLOGOS DEL OCCIDENTE SA;;CR 6 2 63 AV CENTENARIO;63;1;7383100;;MVALDERRRAMA@ONCOLOGOSDELOCCIDENTE.COM;www.oncologosdeloccidente;cr 6 2 63  AV CENTENARIO;63;1;7383100;;info@oncologosdeloccidente.co,;www.oncologosdeloccidente;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800160;;801001634;;;;;9329;99;PANACA;PANACA;;Vereda Kerman Km 7;63;594;7582830;;contador@panaca.com.co;;Carrera 6 No. 17-05;63;594;7582830;;"contador@panaca.com.co; analistacontable@panaca.com.co";;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800161;;800096951;;;;;9329;99;PARQUE DEL CAF;PARQUE DEL CAF;;Km 6 via Montenegro - Pueblo Tapao;63;470;7417417;;milena.rincon@parquedelcafe.co;www.parquedelcafe.co;Km 6 via Montenegro - Pueblo Tapao;63;470;7417417;;info@parquedelcafe.co;www.parquedelcafe.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800327;;890002142;;;;;9200;9;APUESTAS OCHOA S.A.;APUESTAS OCHOA S.A.;;KR 14 # 23-07;63;1;7412266;;andres.tamayo@apuestasochoa.com.co;www.apuestasochoa.com.co;KR 14 # 23-07;63;1;7412266;;alejandrot@apuestasochoa.com.co;www.apuestasochoa.com.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800013;;900149693;;;;;5511;99;HOTEL DECAMERON HELICONIAS;HOTEL DECAMERON HELICONIAS;;KM 2 VIA A PANACA HOTEL;63;594;7410505;;contraloria.panaca@decameron.com;;KM 2 VIA A PANACA HOTEL DECAMERON LAS HE;63;594;7410505;;contraloria.panaca@decameron.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800006;;801003278;;;;;5511;99;ARMENIA HOTEL S.A.;ARMENIA HOTEL S.A.;;AV BOLIVAR 8 NTE - 6;63;1;7460099;;contabilidad@armeniahotelsa.com;www.armeniahotel.com.co;AV BOLIVAR 8 N - 67;63;1;7460099;;gerencia@armeniahotelsa.com;www.armeniahotel.com.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800061;;800011725;;;;;8010;99;COOVIPRIQUIN CTA;COOVIPRIQUIN CTA;;KR 16 # 7B-00 BARRIO GALAN;63;1;7463690;;coovipriquin2@hotmail.com;;KR 16 # 7B-00 BARRIO GALAN;63;1;7463690;;coovipriquin.pei@hotmail.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800066;;890002241;;;;;8010;99;VIGILANCIA PRIVADA DE COLOMBIA VIPCOL LTDA;VIGILANCIA PRIVADA DE COLOMBIA VIPCOL LTDA;;CL 11 NTE # 14 - 30;63;1;7452049;;carlosh18497@hotmail.com;;CL 11 NTE # 14-30;63;1;7452049;;direccionfinanciera@vipcol.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800072;;890002590;;;;;8544;99;FUNDACION ESCUELA DE ADMINISTRACION Y MERCADOTECNIA;FUNDACION ESCUELA DE ADMINISTRACION Y MERCADOTECNIA;;KR 14 # 3-11;63;1;7451101;;contador2@eam.edu.co;www.eam.edu.co;KR 14 NO 3-11;63;1;7451101;;eam@eam.edu.co;www.eam.edu.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800069;;801003135;;;;;8544;99;UNIVERSIDAD EMPRESARIAL;UNIVERSIDAD EMPRESARIAL;;CRA 14 1 189;63;1;7450025;;curibe12@cue.edu.co;www.cue.edu.co;CRA 14 1 189;63;1;7450025;;info@cue.edu.co;www.cue.edu.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800070;;860015685;;;;;8544;99;UNIVERSIDAD LA GRAN COLOMBIA;UNIVERSIDAD LA GRAN COLOMBIA;;KR 14 # 7-46;63;1;7460400;;contador@ugca.edu.co;www.ugca.edu.co;KR 14 # 7-46;63;1;7460400;;ugrancol@ugca.edu.co;www.ugca.edu.co;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800078;;801001323;;;;;8610;99;INSTITUTO ESPECIALIZADO EN SALUD MENTAL IMES;INSTITUTO ESPECIALIZADO EN SALUD MENTAL IMES;;CLL 2N 12 75 PISO 3;63;1;7459973;;elirogue12@hotmail.com;;CLL 2N 12 75 PISO 3;63;1;7459973;;imes.prado@gmail.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800134;;801001203;;;;;8691;99;LABORATORIO CLINICO SISTEMATIZADO LTDA;LABORATORIO CLINICO SISTEMATIZADO LTDA;;KR 13 1 35 P1;63;1;7462504;;contabilidadlaboratorio@hotmail.com;;KR 13 1 35 P1;63;1;7462504;;laboraclinsis@gmail.com;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10800156;;890001290;;;;;9329;99;ASOCIACION CLUB CAMPESTRE DE ARMENIA;ASOCIACION CLUB CAMPESTRE DE ARMENIA;;KILOMETRO 10 VIA EL EDEN;63;1;7479011;;contador@clubcampestrearmenia.net;www.clubcampestrearmenia.net;KILOMETRO 10 VIA EL EDEN;63;1;7479011;;contador@clubcampestrearmenia.net;www.clubcampestrearmenia.net;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700028;;891408584;;;;;5611;99;POLLOS FRISBY;POLLOS FRISBY;;KR 17 NO. 10 -21 LA;66;170;3301300;;nhuertas@frisby.com.co;www.frisby.com.co;CR 17 NO. 10-21 LA P;66;170;3301300;;nhuertas@frisby.co;www.frisby.com.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700312;;816006359;;;;;5611;99;CONSTRUYAMOS COLOMBIA;CONSTRUYAMOS COLOMBIA;;CENTRO INDUSTRIAL EL PARQUE  BD 9;66;170;3226569;;financiero@construyamoscolombia.org;;CENTRO INDUSTRIAL EL PARQUE  BD 9;66;170;3226569;;financiero@construyamoscolombia.org;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8945;;891408389;;;;;5813;99;PERIODICO LA TARDE;PERIODICO LA TARDE;;KM 3 VIA ARMENIA LA TARDE;66;1;3137676;;contabilidad@latarde.com;www.la tarde.com;KM 3 VIA ARMENIA LA TARDE;66;1;3137676;;contabilidad@latarde.com;www.la tarde.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770397;;891411166;;;;;5813;99;EL DIARIO DEL OTUN;EL DIARIO DEL OTUN;;CR 8 # 22-75;66;1;3245522;;contabilidad@eldiario.com.co;www.eldiario.com.co;CR 8 # 22 - 75;66;1;3245522;;jiramire@eldiario.com.co;www.eldiario.com.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700514;;900519394;;;;;6010;3;TELECOMUNICACIONES DIGITALES S.A.S.;TELECOMUNICACIONES DIGITALES S.A.S.;;CL 20 BIS # 24A-02;66;1;3658435;;;;CL 20 BIS # 24A-02;66;1;3658435;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700063;;816002018;;;;;6110;99;TELEFONICA DE PEREIRA;TELEFONICA DE PEREIRA;;KR 10 #15-30 SEDE VICTORIA;66;1;3247100;;cesarh@etp.com.co;www.etp.com.co;KR 10 #15-30 SEDE VICTORIA;66;1;3247100;;gerencia@etp.com.co;www.etp.com.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700528;;900008839;;;;;6810;9;CENTROS COMERCIALES DEL CAFE S.A.;CENTROS COMERCIALES DEL CAFE S.A.;;AV SIMON BOLIVAR CEC PLAZA DEL SOL LC 21;66;170;3220482;;dfuenmayor@unico.com.co;;AV SIMON BOLIVAR CEC PLAZA DEL SOL LC 21;66;170;3220482;;sgomez@unico.com.co;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700336;;900174648;;;;;7911;99;COLRESERVAS;COLRESERVAS;;CLL 14 # 23-156 BRR ALAMOS;66;1;3214424;;dirfinanciero@colreservas.com;www.colreservas.com;CLL 14 # 23-156 BRR ALAMOS;66;1;3214424;;dirfinanciero@colreservas.com;www.colreservas.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700320;;900260749;;;;;8220;99;TELEMARK SPAIN S.L. SUCURSAL COLOMBIA;TELEMARK SPAIN S.L. SUCURSAL COLOMBIA;;AV. 30 DE AGOSTO No 38-33;66;1;3148100;;estefania.valencia@tlmark.com;www.telemark-spain.com;AV. 30 DE AGOSTO No 38-33;66;1;3148100;;estefania.valencia@telemark-spain.com;www.telemark-spain.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700519;;800001520;;;;;9200;9;APOSTAR S.A.;APOSTAR S.A.;;KR 6 17-33;66;1;3340043;;dianag@apostar.com.co;WWW.APOSTAR.COM;KR 6 17-33;66;1;3340043;;jhonq@apostar.com.co;WWW.APOSTAR.COM;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700255;;816005473;;;;;9603;99;LA OFRENDA S.A.;LA OFRENDA S.A.;;AV 30 DE AGOSTO # 37 81;66;1;3294060;;jorge.gomez@laofrendasa.com;www.laofrenda.co;AV 30 DE AGOSTO # 37-81;66;1;3294060;;jorge.gomez@laofrendasa.com;www.laofrenda.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700258;;891410077;;;;;9603;99;FUNERALES LOS OLIVOS PEREIRA LTDA;FUNERALES LOS OLIVOS PEREIRA LTDA;;AV AGOSTO NRO. 39B-17;66;1;3290081;;lidercontablepereira@losolivos.co;www.losolivopereira.com;AV  30 AGOSTO 39 B-17;66;1;3290081;;divisionadministrativapereira@losolivos.co;www.losolivopereira.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700352;;900340724;;;;;9603;99;JARDINES DEL RENACER S.A.S.;JARDINES DEL RENACER S.A.S.;;KR 6 # 26-05;66;1;3267906;;contabilidad@jardinesdelrenacer.com;;KR 6 # 26-05;66;1;3267906;;contabilidad@jardinesdelrenacer.com;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700050;;891407901;;;;;5221;99;TERMINAL DE TRANSPORTES DE PEREIRA S.A.;TERMINAL DE TRANSPORTES DE PEREIRA S.A.;;CL17#23-157;66;1;3116300;;financiera@terinalpereira.com;www.terminalPEREIRA.com;CL17#23-157;66;1;3116300;;info@terminalPEREIRA.com;www.terminalPEREIRA.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700020;;900521807;;;;;5511;99;HOTEL DE  PEREIRA & CENTRO DE CONVENCIONES;HOTEL DE  PEREIRA & CENTRO DE CONVENCIONES;;CR 13 15 - 73;66;1;3113302;;giorgani.gutierrez@movichhotels.com;www.movichhotels.com;CR 13 15-73;66;1;3113302;;luz.rivera@movichhotels.com;www.movichhotels.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700017;;800250049;;;;;5514;99;TERMALES SAN VICENTE;TERMALES SAN VICENTE;;KM.17 VIA TOBOGANES;66;1;3336157;;contabilidad@sanvicente.com.co;www.sanvicente.com.co;CR 13 15 62;66;1;3336157;;INFO@sanvicente.co;www.sanvicente.com.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700025;;800021913;;;;;5612;99;G GRAJALES AUTOSERVICIO LTDA;G GRAJALES AUTOSERVICIO LTDA;;KR 8 NO. 21-60;66;1;3356606;;glar08@yahoo.es;;CR 8 NO. 21-60;66;1;3356606;;ggrajales@une.net.co;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844705;;900173340;;;;;5813;99;GRUPO MEDIOS DE RISARALDA S.A;GRUPO MEDIOS DE RISARALDA S.A;;KM 3 VIA ARMENIA PARQUE EMPRESARIAL;66;1;3137676;;contabilidad@latarde.com;http://www.qhubopereira.com;KM 3 VIA ARMENIA PARQUE EMPRESARIAL;66;1;3137676;;contabilidad@latarde.com;http://www.qhubopereira.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770275;;891408943;;;;;5819;99;GRAFICAS BUDA  S.A.S;GRAFICAS BUDA  S.A.S;;CL 15 # 6-23;66;1;3357235;;contabilidad@graficasbuda.com;www.graficasbuda.com;CL 15 # 6 - 23;66;1;3357235;;contabilidad@graficasbuda.com;www.graficasbuda.com;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700535;;900346918;;;;;6190;9;SERVIRTUAL Y TELECOMUNICACIONES S.A.S.;SERVIRTUAL Y TELECOMUNICACIONES S.A.S.;;CR 17 # 8 140 LOCAL 1 PINARES;66;1;3444118;;luis.mednez.11@gmail.com;;CR 17 # 8 140 LOCAL 1 PINARES;66;1;3444118;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700511;;816008821;;;;;6190;9;GLOBALCOM LTDA;GLOBALCOM LTDA;;KR 5 # 17 - 50;66;1;3338999;;gustavoarcila2013@gmail.com;www.globalcom.com.co;KR 5 # 17 - 50;66;1;3338999;;globalcom@globalcom1a.com;www.globalcom.com.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700144;;816003943;;;;;7110;99;SERVICIOS, INGENIERIA, SUMINISTROS Y CONSTRUCCIONES;SERVICIOS, INGENIERIA, SUMINISTROS Y CONSTRUCCIONES;;KR 7 # 19-28 OF 902;66;1;3258916;;sysconltda902@gmail.com;;CRA 7  NO. 19-28 OF 902;66;1;3258916;;syscon@une.net.co;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700155;;891902435;;;;;7310;99;PUBLIK;PUBLIK;;AV 30 DE AGOSTO  87 362;66;1;3377500;;;www.publik.co;AV 30 DE AGOSTO  87 362;66;1;3377500;;PUBLIK@PUBLIK.CO;www.publik.co;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10700344;;816004711;;;;;7810;3;COOPERATIVA DE TRABAJADORES MULTISER;COOPERATIVA DE TRABAJADORES MULTISER;;KR 11 # 19-61 oficina 205;66;1;3349040;;;;KR 11 # 19-61 oficina 205;66;1;3349040;;multiser@etp.net.co;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
